region,confirmed,deceased,active,recovered,vaccinated,population
Iceland,21215,37,2023,19155,287229,344498
Indonesia,4260893,144024,4829,4112040,151775597,277773039
Iran,6175782,131167,31920,6012695,59126764,85572129
Iraq,2091180,24087,6224,2060869,8271151,41547002
Ireland,666657,5835,137693,523129,3882892,5018818
Israel,1357974,8232,8322,1341420,6462710,9326000
Jamaica,92127,2450,25377,64300,707023,2980165
Jordan,1043266,12300,55107,975859,4287150,10351959
Kazakhstan,983663,12936,16756,953971,8899669,19106643
Kenya,267571,5354,12743,249474,5930258,55509468
South Korea,575615,4828,111159,459628,43620898,51334052
Kosovo,51144,1332,,40989,877962,
Kuwait,414270,2466,659,411145,3325463,4363326
Kyrgyzstan,184269,2786,2131,179352,1174065,6682249
Laos,100524,284,92901,7339,3744740,7430615
Latvia,268456,4466,9871,254119,1302400,1855527
Lebanon,703555,8965,43801,650789,2162655,6780499
Lesotho,26004,665,11150,14189,648817,2167205
Liberia,5916,287,94,5535,784838,5232103
Libya,382884,5615,6084,371185,1823248,7008532
Liechtenstein,5728,68,314,5346,26076,38289
Lithuania,504422,7169,26220,471033,1903775,2666419
Luxembourg,97258,904,5541,90813,458702,640932
Madagascar,47295,996,2338,43961,589003,28735294
Malawi,66166,2313,4691,59162,1375112,19855082
Maldives,94178,260,1937,91981,396410,554522
Mali,19470,647,2451,16372,852496,21106188
Malta,42491,471,2917,39103,438483,443272
Marshall Islands,4,,,4,,59777
Mauritania,40182,857,500,38825,1112438,4828931
Mauritius,22979,680,838,21461,916524,1274871
Moldova,372983,9540,4840,358603,989897,4020178
Monaco,4485,37,328,4120,26672,39651
Mongolia,387356,2047,72053,313256,2264437,3355813
Montenegro,161364,2380,1930,157054,281453,628183
Morocco,953297,14814,1700,936783,24592087,37553255
Mozambique,162525,1957,10051,150517,7845444,32539667
Namibia,139518,3583,8496,127439,387413,2608462
Nepal,826206,11577,5242,809387,10431659,29906198
New Zealand,13531,49,1721,11761,3966212,5002100
Nicaragua,17391,210,,4225,4628897,6740337
Niger,7214,272,63,6879,507223,25490615
Nigeria,225255,2985,10610,211660,8811055,213635173
North Macedonia,221744,7838,5182,208724,836816,2083248
Norway,359264,1209,269103,88952,4274558,5483535
Oman,304896,4113,567,300216,3121257,5297149
Panama,483638,7400,4149,472089,3020754,4414510
Papua New Guinea,36006,589,142,35275,283915,9195822
Paraguay,464793,16588,979,447226,3444261,7261240
Philippines,2837719,50794,9384,2777541,56110301,111723375
Poland,3982257,92052,414808,3475397,21424563,37785666
Portugal,1233608,18812,72887,1141909,9059512,10152992
Qatar,246897,614,2350,243933,2360308,2807805
Romania,1799455,58320,13700,1727435,7888314,19048967
Rwanda,102232,1345,55365,45522,6847793,13423252
Saint Kitts and Nevis,2808,28,15,2765,27484,53752
Saint Lucia,13177,295,98,12784,55387,184861
Saint Vincent and the Grenadines,5784,79,582,5123,33192,111458
Samoa,3,,,3,141424,200352
San Marino,7160,96,862,6202,24282,34036
São Tomé and Príncipe,3736,57,,3676,,225134
Saudi Arabia,551210,8865,2061,540284,24887008,35610063
Senegal,74196,1886,75,72235,1328153,17391150
Serbia,1284757,12461,23922,1248374,3291994,8685620
Seychelles,24047,131,,23574,82323,99242
Sierra Leone,6525,121,4512,1892,747044,8215084
Singapore,276385,817,3387,272181,4744632,5917956
Slovakia,811022,16129,71417,723476,2706027,5463530
Slovenia,450703,5512,17868,427323,1243261,2079358
Solomon Islands,20,,,20,179973,711597
Somalia,23169,1333,8933,12903,1088665,16543518
South Africa,3332008,90488,198426,3043094,18674488,60407112
South Sudan,13614,133,867,12614,227262,11386518
Sri Lanka,580922,14795,8212,557915,15968147,21545220
Sudan,45901,3296,4313,38292,4016849,45351500
Suriname,51462,1185,1402,48875,260739,594355
Switzerland,1198521,12047,247930,938544,5943916,8747635
Syria,49861,2855,15630,31376,1186091,18124393
Taiwan,16826,850,217,15759,18616700,23880146
Tajikistan,17095,124,,16966,4374694,9852005
Tanzania,26483,734,,183,1592897,62229366
Thailand,2196529,21440,38892,2136197,50438629,70057449
Timor-Leste,19833,122,,19704,,1355308
Togo,26742,245,506,25991,1366662,8563422
Trinidad and Tobago,86596,2639,15778,68179,703289,1406150
Tunisia,721450,25485,1595,694370,6427305,12000312
Turkey,9209740,80778,293333,8835629,56684204,85672389
Uganda,129676,3274,28323,98079,8354808,47858733
United Arab Emirates,744890,2154,3753,738983,9890441,10065945
Uruguay,405236,6157,3031,396048,2762732,3491426
Uzbekistan,197392,1465,1715,194212,18519076,34181595
Vanuatu,6,1,0,5,102308,317676
Venezuela,441937,5291,6295,430351,18393519,28317471
Vietnam,1571780,30041,381649,1160090,75697403,98625492
Palestine,437035,4614,4104,428317,2020110,5275422
Yemen,10103,1977,1145,6981,556652,30789967
Zambia,219023,3685,7777,207561,806611,19139030
Zimbabwe,197768,4819,48202,144747,4060322,15180687
Kiribati,,,,,59492,
Palau,8,,,8,,18221
Summer Olympics 2020,,,,,,
Tonga,1,,,1,73609,107455
United States,52253811,830990,10624988,40797833,241881712,333855383
India,34758078,478061,84957,34195060,829219869,1399939229
Brazil,22219477,617991,187168,21414318,165471288,214779935
United Kingdom,11542143,147433,1521612,9873098,51537827,68410148
Russia,10267719,299249,913271,9055199,71858958,146226276
Germany,6869495,109759,892836,5866900,61091561,84177751
Spain,,,,,39100658,46781403
Italy,5436143,135931,384144,4916068,47954908,60331107
Colombia,5110788,129534,30504,4950750,37866509,51679695
Mexico,3934102,297916,346024,3290162,81812357,130922975
Ukraine,3616716,93608,165703,3357405,14422441,43347383
Netherlands,3001461,20534,559145,2421782,12519077,17190607
Malaysia,2724684,31192,51023,2642469,25947377,32975133
Peru,2266205,202295,,,23860076,33646454
Belgium,2017154,27992,435557,1553605,8888630,11663762
Canada,1907966,30084,73502,1804380,31500248,38228409
Chile,1793786,38894,50640,1704252,17169753,19357324
Japan,1730112,18379,1320,1710413,100201445,125907149
Pakistan,1291737,28882,9557,1253298,89091860,227188476
Sweden,1263566,15206,71987,1176373,7707313,10191817
Australia,259174,2154,34636,222384,20346169,25934532
Reunion,67237,393,,62026,,904702
Guadeloupe,55441,749,,2250,,400225
Martinique,47300,769,,104,,374837
French Guiana,46910,337,,11254,,310038
French Polynesia,46350,636,,,,283295
Channel Islands,22304,110,,20229,,176218
Mayotte,21243,185,,2964,,282473
Curacao,17901,184,,17413,,165079
Aruba,16920,180,,16456,,107432
Isle of Man,13258,67,,12477,,85694
New Caledonia,12534,280,,12074,,289531
Cayman Islands,8245,9,,4712,,66856
Gibraltar,7902,100,,7387,,33676
Bermuda,5917,106,,5659,,61940
Faroe Islands,4792,13,,4400,,49136
Sint Maarten,4696,75,,4562,,43591
Saint Martin,4008,56,,1399,,39634
Caribbean Netherlands,3213,22,,3085,,26581
Turks and Caicos Islands,3172,25,,3085,,39486
British Virgin Islands,2886,39,,,,30527
Greenland,1969,,,1736,,56915
Anguilla,1629,5,,1582,,15200
Saint Barthelemy,1621,6,,,,9921
Wallis and Futuna,454,7,9,438,6016,10949
Saint Pierre and Miquelon,96,,,74,,5752
Falkland Islands,83,,,,,3629
Montserrat,45,1,,43,,4996
Western Sahara,10,1,,8,,618885
Saint Helena,2,,,2,4361,6104
Micronesia,1,,,1,,116794
China,100467,4636,1768,94063,1225000000,1439323776
