region,confirmed,deceased,active,recovered,vaccinated,population
Bulgaria,730140,30359,95970,603811,1904143,6871380
Tunisia,721797,25491,1789,694517,6427305,12000649
Lebanon,705477,8980,45708,650789,2164499,6780416
Belarus,687948,5432,2764,679752,4064247,9444745
Croatia,682759,12126,21740,648893,2244758,4067969
Ireland,672964,5890,138315,528759,3882892,5018969
Denmark,640413,3101,117832,519480,4764091,5822241
Guatemala,624544,16085,952,607507,6414606,18403003
Azerbaijan,612205,8238,13812,590155,5144676,10273713
South Korea,583065,4906,114758,463401,43703161,51334173
Sri Lanka,581595,14811,8558,558226,15969986,21545465
Bolivia,568967,19480,35758,513729,5390141,11907330
Costa Rica,568860,7343,1278,560239,3934813,5162596
Saudi Arabia,551462,8867,2202,540393,24897852,35611545
Ecuador,538218,33624,60714,443880,14039879,18037227
Myanmar,528838,19235,3297,506306,16849172,54946854
Lithuania,506144,7200,26584,472360,1905751,2666316
Panama,484793,7405,4657,472731,3022235,4414696
Paraguay,464895,16593,983,447319,3444261,7261479
Slovenia,451966,5518,17278,429170,1243261,2079359
Venezuela,442178,5299,6188,430691,18393519,28317252
Palestine,437326,4616,4019,428691,2020110,5275747
Kuwait,414413,2466,769,411178,3325463,4363498
Dominican Republic,412263,4223,1527,406513,6925553,11008039
Uruguay,405681,6159,3229,396293,2763021,3491459
Mongolia,387684,2050,72378,313256,2264713,3355957
Libya,383445,5626,6025,371794,1823248,7008787
Ethiopia,382371,6880,24187,351304,9165615,119149141
Honduras,378963,10429,244751,123783,4927085,10136364
Egypt,377960,21500,42008,314452,31543226,105173129
Moldova,373373,9557,5213,358603,989897,4020152
Norway,363554,1257,273345,88952,4274558,5483651
Armenia,343997,7921,6795,329281,903661,2971400
Oman,304938,4113,598,300227,3121257,5297505
Bosnia and Herzegovina,286276,13224,80834,192218,882641,3250754
Bahrain,278875,1394,809,276672,1197082,1788418
Singapore,276720,818,3227,272675,4744632,5918081
Kenya,270899,5355,15987,249557,5930258,55512712
Latvia,269204,4477,10608,254119,1304079,1855470
Australia,264705,2162,38630,223913,20363806,25935340
Qatar,247082,614,2323,244145,2360308,2807805
Estonia,234092,1895,13636,218561,837563,1327849
Nigeria,231413,2991,16569,211853,8811055,213649175
Finland,224169,1501,176668,46000,4322687,5553397
North Macedonia,222064,7853,5273,208938,836816,2083248
Zambia,221880,3685,10486,207709,806611,19140443
Algeria,215430,6205,61008,148217,7019879,45015735
Albania,206616,3180,5173,198263,1119430,2873168
Botswana,204701,2425,8822,193454,1125993,2421451
Zimbabwe,197768,4819,48202,144747,4069302,15181278
Uzbekistan,197566,1468,1619,194479,18556048,34182921
Kyrgyzstan,184319,2787,2132,179400,1198050,6682544
Mozambique,164862,1960,11679,151223,7845444,32542068
Montenegro,161672,2381,2077,157214,281749,628183
Afghanistan,157841,7341,5172,145328,4397449,40217261
Cyprus,147685,624,22691,124370,640166,1220299
Namibia,141045,3593,9580,127872,387413,2608588
Ghana,133555,1265,2428,129862,2651463,32026685
Uganda,130178,3274,28802,98102,8354808,47862699
El Salvador,121623,3812,12014,105797,4468800,6534398
Cambodia,120430,3006,600,116824,14225712,17059443
Cameroon,108410,1846,829,105735,806176,27517089
Rwanda,102697,1345,55830,45522,6847793,13424132
Laos,101865,288,94238,7339,3744740,7430903
Luxembourg,97858,906,5941,91011,458702,640960
Maldives,94299,260,1940,92099,396410,554548
Jamaica,92226,2450,25342,64434,707023,2980200
Trinidad and Tobago,87052,2662,15650,68740,704587,1406162
Senegal,74223,1890,87,72246,1328153,17392360
Reunion,71795,401,,65494,,904719
DR Congo,67298,1126,,50930,,93561099
Malawi,67278,2317,5685,59276,1375112,19856437
Angola,67199,1741,1564,63894,7246240,34367953
Eswatini,62890,1267,10236,51387,326455,1177846
Ivory Coast,62583,706,,61159,,27338364
Guadeloupe,56035,750,,2250,,400225
Fiji,52706,697,792,51217,661452,906009
Suriname,51498,1186,1436,48876,260739,594370
Syria,49911,2859,15576,31476,1186091,18125558
Martinique,47300,769,,104,,374836
Madagascar,47295,996,2338,43961,589003,28737246
French Guiana,47012,337,,11254,,310060
French Polynesia,46375,636,,,,283299
Sudan,46037,3298,4447,38292,4016849,45354305
Malta,43073,473,3403,39197,438483,443275
Mauritania,40239,859,522,38858,1112438,4829266
Guyana,38966,1040,712,37214,406072,792141
Cape Verde,38655,351,173,38131,302802,564875
Gabon,38039,286,1532,36221,392898,2302936
Papua New Guinea,36040,589,158,35293,283915,9196286
Belize,31387,591,463,30333,229714,408245
Guinea,30888,389,699,29800,1687180,13656246
Barbados,27308,256,1399,25653,155242,287893
Togo,27108,246,861,26001,1366662,8563954
Tanzania,26483,734,,,1592897,62234033
Lesotho,26004,665,11150,14189,648817,2167251
Haiti,25941,765,2267,22909,120569,11607102
Benin,24935,161,69,24705,1363471,12589854
Seychelles,24047,131,,23574,82323,99244
The Bahamas,23240,713,,21734,,398775
Somalia,23169,1333,8933,12903,1088665,16544734
Mauritius,23020,680,792,21548,916524,1274876
Burundi,23009,38,22198,773,4010,12411031
Channel Islands,22876,112,,20593,,176222
Iceland,21587,37,2259,19291,287560,344504
Andorra,21372,138,1692,19542,56628,77447
Mayotte,21288,185,,2964,,282491
Timor-Leste,19833,122,,19704,,1355377
Mali,19553,648,2315,16590,852496,21107788
Congo,19490,367,6702,12421,734721,5717724
Curacao,18082,186,,17434,,165081
Nicaragua,17442,211,,4225,4628897,6740552
Tajikistan,17095,124,,16966,4374694,9852591
Aruba,17041,180,,16489,,107434
Burkina Faso,17040,317,473,16250,442769,21745515
Taiwan,16840,850,214,15776,18631066,23880264
Brunei,15426,98,157,15171,405092,443645
South Sudan,14002,133,1162,12707,227262,11386876
Equatorial Guinea,13618,175,36,13407,249215,1470676
New Zealand,13589,49,1653,11887,3967995,5002100
Djibouti,13546,189,41,13316,108945,1009140
Isle of Man,13364,67,,12576,,85696
Saint Lucia,13209,295,119,12795,55423,184863
New Caledonia,12565,280,,12101,,289538
Hong Kong,12549,213,152,12184,4840632,7586526
Central African Republic,11961,101,5001,6859,446712,4953290
Yemen,10103,1981,1120,7002,556652,30791766
The Gambia,10078,342,,9683,,2516424
Cayman Islands,8245,9,,4712,,66858
Gibraltar,7954,100,,7398,,33676
Eritrea,7817,70,,7593,,3618647
Niger,7237,273,85,6879,507223,25493023
San Marino,7160,96,862,6202,24282,34036
Sierra Leone,6573,121,,,747044,8215528
Dominica,6520,44,303,6173,29200,72249
Guinea-Bissau,6458,149,16,6293,389157,2036376
Grenada,5933,200,54,5679,41064,113291
Liberia,5929,287,107,5535,784838,5232429
Bermuda,5917,106,,5659,,61939
Saint Vincent and the Grenadines,5810,79,594,5137,33192,111459
Liechtenstein,5761,68,311,5382,26076,38289
Chad,5701,181,646,4874,285922,17118357
Comoros,4952,152,,4416,282378,896838
Faroe Islands,4892,13,,4464,,49136
Sint Maarten,4735,75,,4590,,43592
Monaco,4537,37,328,4172,26672,39652
Antigua and Barbuda,4205,117,40,4048,62154,99123
Saint Martin,4008,56,,1399,,39636
São Tomé and Príncipe,3737,57,,3676,,225145
Caribbean Netherlands,3218,22,,3095,,26582
Turks and Caicos Islands,3178,26,,3096,,39488
British Virgin Islands,2886,39,,,,30527
Saint Kitts and Nevis,2815,28,18,2769,27484,53753
Bhutan,2659,3,14,2642,589482,784114
Greenland,2182,,,1875,,56915
Anguilla,1629,5,,1582,,15200
Saint Barthelemy,1621,6,,,,9921
Wallis and Futuna,454,7,9,438,6016,10949
Saint Pierre and Miquelon,96,,,74,,5752
Falkland Islands,83,,,,,3629
Macao,77,,,77,490865,662360
Montserrat,45,1,,43,,4996
Vatican City,27,,,27,,804
Solomon Islands,20,,,20,179973,711643
Western Sahara,10,1,,8,,618926
Palau,8,,,8,,18221
Vanuatu,7,1,0,6,102308,317696
Marshall Islands,4,,,4,,59778
Samoa,3,,,3,141424,200355
Saint Helena,2,,,2,4361,6104
Micronesia,1,,,1,,116798
Tonga,1,,,1,73609,107458
China,100544,4636,1765,94143,1225000000,1439323776
