region,confirmed,deceased,active,recovered,vaccinated,population
Iraq,2090480,24063,6551,2059866,8111496,41542058
Ireland,656600,5835,137776,512989,3879503,5018517
Israel,1355491,8232,6727,1340532,6446980,9326000
Jamaica,92052,2446,25745,63861,704389,2980094
Jordan,1036665,12230,60709,963726,4266786,10351406
Kazakhstan,982915,12917,17248,952750,8892680,19105416
Kenya,263707,5353,9058,249296,5735219,55502981
South Korea,570417,4776,109515,456126,43300593,51333812
Kosovo,51144,1332,,40989,877188,
Kuwait,414098,2466,539,411093,3320794,4362980
Kyrgyzstan,184195,2783,2130,179282,1174065,6681661
Laos,98572,273,90960,7339,3744740,7430038
Latvia,267139,4444,10104,252591,1299934,1855640
Lebanon,700943,8936,44739,647268,2131113,6780665
Lesotho,25528,665,10756,14107,648817,2167112
Liberia,5844,287,22,5535,784838,5231452
Libya,381749,5598,6377,369774,1796814,7008021
Liechtenstein,5661,68,441,5152,26001,38288
Lithuania,502345,7119,27476,467750,1901163,2666625
Luxembourg,96108,898,5753,89457,454687,640877
Madagascar,47295,996,2338,43961,589003,28731392
Malawi,64741,2311,3274,59156,1355692,19852372
Maldives,93957,259,1985,91713,396358,554470
Mali,19306,639,2628,16039,843144,21102988
Malta,41853,471,2430,38952,437712,443265
Marshall Islands,4,,,4,,59775
Mauritania,40083,853,489,38741,1110533,4828261
Mauritius,22965,680,862,21423,916524,1274859
Moldova,372200,9493,5050,357657,989897,4020229
Monaco,4406,37,296,4073,26672,39649
Mongolia,386991,2043,71692,313256,2264410,3355524
Montenegro,160995,2375,1987,156633,281270,628182
Morocco,952814,14809,1555,936450,24573352,37550865
Mozambique,159904,1952,7517,150435,7241597,32534863
Namibia,138184,3582,7233,127369,387413,2608210
Nepal,825736,11573,5271,808892,10431659,29903330
New Zealand,13495,49,1804,11642,3963513,5002100
Nicaragua,17391,210,,4225,4628897,6739906
Niger,7199,272,48,6879,507223,25485797
Nigeria,223483,2984,8977,211522,8181113,213607170
North Macedonia,221285,7815,5522,207948,836816,2083249
Norway,350424,1204,260268,88952,4269323,5483304
Oman,304843,4113,539,300191,3120714,5296437
Panama,483063,7398,3987,471678,3020631,4414139
Papua New Guinea,36004,589,163,35252,282571,9194894
Paraguay,464280,16535,710,447035,3444261,7260761
Philippines,2837577,50739,9729,2777109,56110301,111715405
Poland,3958840,91485,431372,3435983,21378003,37785892
Portugal,1225102,18778,72989,1133335,9053901,10153154
Qatar,246537,614,2289,243634,2360308,2807805
Romania,1798205,58196,15200,1724809,7888314,19049664
Rwanda,101582,1344,54716,45522,6847793,13421492
Saint Kitts and Nevis,2801,28,8,2765,27484,53750
Saint Lucia,13149,293,84,12772,55278,184856
Saint Vincent and the Grenadines,5758,77,570,5111,33192,111456
Samoa,3,,,3,141356,200344
San Marino,7007,95,753,6159,24282,34035
São Tomé and Príncipe,3735,57,,3676,,225111
Saudi Arabia,550842,8862,1901,540079,24854157,35607098
Senegal,74161,1886,63,72212,1328153,17388731
Serbia,1282461,12401,27551,1242509,3291994,8685811
Seychelles,24047,131,,23574,82117,99239
Sierra Leone,6505,121,4492,1892,747044,8214196
Singapore,275910,813,3740,271357,4744632,5917705
Slovakia,806115,16014,76640,713461,2696761,5463516
Slovenia,448561,5496,18456,424609,1241641,2079357
Solomon Islands,20,,,20,176593,711504
Somalia,23169,1333,8933,12903,892093,16541086
South Africa,3308074,90348,207213,3010513,18657599,60403026
South Sudan,13309,133,562,12614,227262,11385801
Sri Lanka,579685,14752,17751,547182,15966704,21544731
Sudan,45112,3252,5851,36009,4016849,45345891
Suriname,51406,1183,1349,48874,260304,594327
Switzerland,1169968,11968,229845,928155,5929752,8747289
Syria,49751,2846,15739,31166,1002945,18122063
Taiwan,16805,850,209,15746,18585322,23879912
Tajikistan,17095,124,,16966,4374694,9850831
Tanzania,26483,734,,183,1592897,62220031
Thailand,2194053,21406,40099,2132548,50095106,70056495
Timor-Leste,19833,122,,19704,,1355171
Togo,26678,245,442,25991,1349188,8562359
Trinidad and Tobago,85422,2580,15574,67268,702844,1406125
Tunisia,721031,25470,1509,694052,6386392,11999636
Turkey,9171119,80415,305104,8785600,56649405,85667433
Uganda,129061,3273,27817,97971,6525371,47850802
United Arab Emirates,744137,2151,3350,738636,9890441,10065292
Uruguay,404460,6155,2780,395525,2761543,3491361
Uzbekistan,197074,1458,1699,193917,18433447,34178944
Vanuatu,6,1,0,5,100264,317637
Venezuela,441228,5278,6427,429523,18393519,28317909
Vietnam,1540478,29566,402950,1107962,75631255,98620711
Palestine,436313,4602,3859,427852,2020110,5274772
Yemen,10101,1976,1152,6973,556652,30786369
Zambia,216508,3679,5606,207223,806611,19136206
Zimbabwe,191673,4782,51136,135755,4038743,15179504
Kiribati,,,,,59492,
Palau,8,,,8,,18220
Summer Olympics 2020,,,,,,
Tonga,1,,,1,73296,107448
United States,51765714,827323,10398516,40539875,241205528,333844797
India,34742636,477422,86274,34178940,827368472,1399865149
Brazil,22213762,617838,181606,21414318,165409165,214771691
United Kingdom,11361387,147218,1430814,9783355,51425763,68408203
Russia,10214790,297203,932666,8984921,71530632,146226276
Germany,6812736,108963,979673,5724100,60888551,84176291
Spain,,,,,38607797,46781304
Italy,5389155,135641,362275,4891239,47871435,60331591
Colombia,5107323,129458,30966,4946899,40112363,51676733
Mexico,3932545,297835,348792,3285918,81785946,130915577
Ukraine,3608151,93105,183181,3331865,14375344,43348811
Netherlands,2980003,20468,580154,2379381,13292944,17190400
Malaysia,2718955,31092,53482,2634381,25940142,32972867
Peru,2263739,202154,,,23574494,33643944
Belgium,1999764,27895,484347,1487522,8879748,11663487
Canada,1883217,30045,62176,1790996,31409602,38226603
Chile,1791776,38864,53891,1699021,17123006,19356429
Japan,1729777,18379,1198,1710200,100125316,125909256
Pakistan,1291108,28872,9589,1252647,86968178,227164999
Sweden,1250885,15197,60879,1174809,7707313,10191473
Australia,254633,2146,31654,220833,20320601,25932916
Reunion,67237,393,,62026,,904667
Guadeloupe,55441,749,,2250,,400224
French Guiana,46732,336,,11254,,309996
Martinique,46700,749,,104,,374839
French Polynesia,46342,636,,,,283286
Channel Islands,21667,110,,19632,,176209
Mayotte,21180,185,,2964,,282437
Curacao,17770,184,,17370,,165076
Aruba,16807,180,,16363,,107430
Isle of Man,13097,67,,12419,,85692
New Caledonia,12502,280,,12032,,289516
Cayman Islands,8097,9,,4660,,66852
Gibraltar,7822,100,,7338,,33676
Bermuda,5815,106,,5647,,61941
Faroe Islands,4735,13,,4359,,49135
Sint Maarten,4684,75,,4557,,43588
Saint Martin,4008,56,,1399,,39631
Caribbean Netherlands,3204,22,,3069,,26580
Turks and Caicos Islands,3163,25,,3084,,39483
British Virgin Islands,2886,39,,,,30526
Greenland,1969,,,1736,,56914
Saint Barthelemy,1621,6,,,,9921
Anguilla,1592,4,,1521,,15199
Wallis and Futuna,454,7,9,438,6016,10950
Saint Pierre and Miquelon,96,,,74,,5753
Falkland Islands,83,,,,,3628
Montserrat,44,1,,43,,4996
Western Sahara,10,1,,8,,618805
Saint Helena,2,,,2,4361,6103
Micronesia,1,,,1,,116788
China,100386,4636,1736,94014,1225000000,1439323776
